Province/State,Country/Region,Last Update,Confirmed,Suspected,Recovered,Death
Shaanxi,Mainland China,1/26/2020 23:00,22,,,
Heilongjiang,Mainland China,1/26/2020 23:00,21,,,1
Yunnan,Mainland China,1/26/2020 23:00,19,,,
Hebei,Mainland China,1/26/2020 23:00,18,,,1
Tianjin,Mainland China,1/26/2020 23:00,14,,,
Gansu,Mainland China,1/26/2020 23:00,14,,,
Shanxi,Mainland China,1/26/2020 23:00,13,,,
Inner Mongolia,Mainland China,1/26/2020 23:00,11,,,
Hong Kong,Hong Kong,1/26/2020 23:00,8,,,
Guizhou,Mainland China,1/26/2020 23:00,7,,,
Jilin,Mainland China,1/26/2020 23:00,6,,,
Macau,Macau,1/26/2020 23:00,6,,,
Xinjiang,Mainland China,1/26/2020 23:00,5,,,
Ningxia,Mainland China,1/26/2020 23:00,4,,,
Taiwan,Taiwan,1/26/2020 23:00,4,,,
Qinghai,Mainland China,1/26/2020 23:00,4,,,
Washington,United States,1/26/2020 23:00,1,,,
Illinois,United States,1/26/2020 23:00,1,,,
California,United States,1/26/2020 23:00,2,,,
Arizona,United States,1/26/2020 23:00,1,,,
,Japan,1/26/2020 23:00,4,,1,
,Thailand,1/26/2020 23:00,8,,2,
,South Korea,1/26/2020 23:00,3,,,
,Singapore,1/26/2020 23:00,4,,,
,Vietnam,1/26/2020 23:00,2,,,
,France,1/26/2020 23:00,3,,,
,Australia,1/26/2020 23:00,4,,,
,Nepal,1/26/2020 23:00,1,,,
,Malaysia,1/26/2020 23:00,4,,,
Ontario,Canada,1/26/2020 23:00,1,,,
Hubei,Mainland China,1/26/2020 11:00 AM,1058,,42,52
Guangdong,Mainland China,1/26/2020 11:00 AM,111,,2,
Zhejiang,Mainland China,1/26/2020 11:00 AM,104,,1,
Henan,Mainland China,1/26/2020 11:00 AM,83,3,,1
Chongqing,Mainland China,1/26/2020 11:00 AM,75,,,
Hunan,Mainland China,1/26/2020 11:00 AM,69,,,
Beijing,Mainland China,1/26/2020 11:00 AM,68,,2,
Anhui,Mainland China,1/26/2020 11:00 AM,60,4,,
Shandong,Mainland China,1/26/2020 11:00 AM,46,,,
Sichuan,Mainland China,1/26/2020 11:00 AM,44,4,,
Shanghai,Mainland China,1/26/2020 11:00 AM,40,72,1,1
Guangxi,Mainland China,1/26/2020 11:00 AM,36,,,
Jiangxi,Mainland China,1/26/2020 11:00 AM,36,,,
Fujian,Mainland China,1/26/2020 11:00 AM,35,20,,
Jiangsu,Mainland China,1/26/2020 11:00 AM,33,,1,
Hainan,Mainland China,1/26/2020 11:00 AM,22,,,
Shaanxi,Mainland China,1/26/2020 11:00 AM,22,,,
Liaoning,Mainland China,1/26/2020 11:00 AM,21,,,
Yunnan,Mainland China,1/26/2020 11:00 AM,16,36,,
Heilongjiang,Mainland China,1/26/2020 11:00 AM,15,,,1
Tianjin,Mainland China,1/26/2020 11:00 AM,14,,,
Hebei,Mainland China,1/26/2020 11:00 AM,13,,,1
Shanxi,Mainland China,1/26/2020 11:00 AM,9,,,
Hong Kong,Hong Kong,1/26/2020 11:00 AM,8,244,,
Inner Mongolia,Mainland China,1/26/2020 11:00 AM,7,,,
Gansu,Mainland China,1/26/2020 11:00 AM,7,,,
Guizhou,Mainland China,1/26/2020 11:00 AM,5,,,
Macau,Macau,1/26/2020 11:00 AM,5,,,
Ningxia,Mainland China,1/26/2020 11:00 AM,4,,,
Jilin,Mainland China,1/26/2020 11:00 AM,4,,,
Taiwan,Taiwan,1/26/2020 11:00 AM,4,,,
Xinjiang,Mainland China,1/26/2020 11:00 AM,4,,,
Qinghai,Mainland China,1/26/2020 11:00 AM,1,,,
Washington,United States,1/26/2020 11:00 AM,1,,,
Illinois,United States,1/26/2020 11:00 AM,1,,,
California,United States,1/26/2020 11:00 AM,1,,,
,Japan,1/26/2020 11:00 AM,4,,1,
,Thailand,1/26/2020 11:00 AM,8,,2,
,South Korea,1/26/2020 11:00 AM,3,,,
,Singapore,1/26/2020 11:00 AM,4,,,
,Vietnam,1/26/2020 11:00 AM,2,,,
,France,1/26/2020 11:00 AM,3,,,
,Australia,1/26/2020 11:00 AM,4,,,
,Nepal,1/26/2020 11:00 AM,1,,,
,Malaysia,1/26/2020 11:00 AM,4,,,
Ontario,Canada,1/26/2020 11:00 AM,1,,,
Hubei,Mainland China,1/25/2020 10:00 PM,1052,,42,52
Zhejiang,Mainland China,1/25/2020 10:00 PM,104,,1,
Guangdong,Mainland China,1/25/2020 12:00 PM,98,,2,
Henan,Mainland China,1/25/2020 12:00 PM,83,3,,1
Chongqing,Mainland China,1/25/2020 12:00 PM,75,,,
Hunan,Mainland China,1/25/2020 12:00 PM,69,,,
Anhui,Mainland China,1/25/2020 12:00 PM,60,4,,
Beijing,Mainland China,1/25/2020 12:00 PM,51,,2,
Sichuan,Mainland China,1/25/2020 12:00 PM,44,4,,
Shanghai,Mainland China,1/25/2020 12:00 PM,40,72,1,1
Shandong,Mainland China,1/25/2020 12:00 PM,39,,,
Jiangxi,Mainland China,1/25/2020 12:00 PM,36,,,
Guangxi,Mainland China,1/25/2020 12:00 PM,33,,,
Jiangsu,Mainland China,1/25/2020 12:00 PM,31,,1,
Hainan,Mainland China,1/25/2020 12:00 PM,19,,,
Liaoning,Mainland China,1/25/2020 12:00 PM,19,,,
Fujian,Mainland China,1/25/2020 12:00 PM,18,20,,1
Heilongjiang,Mainland China,1/25/2020 12:00 PM,15,,,
Shaanxi,Mainland China,1/25/2020 12:00 PM,15,,,
Tianjin,Mainland China,1/25/2020 12:00 PM,13,,,
Hebei,Mainland China,1/25/2020 12:00 PM,13,,,1
Yunnan,Mainland China,1/25/2020 12:00 PM,11,58,,
Shanxi,Mainland China,1/25/2020 12:00 PM,9,,,
Inner Mongolia,Mainland China,1/25/2020 12:00 PM,7,,,
Gansu,Mainland China,1/25/2020 12:00 PM,7,,,
Guizhou,Mainland China,1/25/2020 12:00 PM,5,,,
Hong Kong,Hong Kong,1/25/2020 12:00 PM,5,244,,
Ningxia,Mainland China,1/25/2020 12:00 PM,4,1,,
Jilin,Mainland China,1/25/2020 12:00 PM,4,,,
Xinjiang,Mainland China,1/25/2020 12:00 PM,4,,,
Taiwan,Taiwan,1/25/2020 12:00 PM,3,,,
Macau,Macau,1/25/2020 12:00 PM,2,,,
Qinghai,Mainland China,1/25/2020 12:00 PM,1,,,
Washington,United States,1/25/2020 12:00 PM,1,,,
Illinois,United States,1/25/2020 12:00 PM,1,,,
,Japan,1/25/2020 12:00 PM,2,,,
,Thailand,1/25/2020 12:00 PM,7,,,
,South Korea,1/25/2020 12:00 PM,3,,,
,Singapore,1/25/2020 12:00 PM,3,,,
,Vietnam,1/25/2020 12:00 PM,2,,,
,France,1/25/2020 12:00 PM,3,,,
,Australia,1/25/2020 12:00 PM,4,,,
,Nepal,1/25/2020 12:00 PM,1,,,
,Malaysia,1/25/2020 12:00 PM,3,,,
Hubei,Mainland China,1/25/2020 12:00 PM,761,,32,40
Guangdong,Mainland China,1/25/2020 12:00 PM,78,,2,
Zhejiang,Mainland China,1/25/2020 12:00 PM,62,,1,
Chongqing,Mainland China,1/25/2020 12:00 PM,57,,,
Hunan,Mainland China,1/25/2020 12:00 PM,43,,,
Beijing,Mainland China,1/25/2020 12:00 PM,41,,2,
Anhui,Mainland China,1/25/2020 12:00 PM,39,4,,
Shanghai,Mainland China,1/25/2020 12:00 PM,33,72,1,
Henan,Mainland China,1/25/2020 12:00 PM,32,1,,
Sichuan,Mainland China,1/25/2020 12:00 PM,28,4,,
Shandong,Mainland China,1/25/2020 12:00 PM,27,,,
Guangxi,Mainland China,1/25/2020 12:00 PM,23,,,
Hainan,Mainland China,1/25/2020 12:00 PM,19,,,
Jiangxi,Mainland China,1/25/2020 12:00 PM,18,,,
Fujian,Mainland China,1/25/2020 12:00 PM,18,20,,
Jiangsu,Mainland China,1/25/2020 12:00 PM,18,,1,
Liaoning,Mainland China,1/25/2020 12:00 PM,17,,,
Shaanxi,Mainland China,1/25/2020 12:00 PM,15,,,
Yunnan,Mainland China,1/25/2020 12:00 PM,11,58,,
Tianjin,Mainland China,1/25/2020 12:00 PM,10,,,
Heilongjiang,Mainland China,1/25/2020 12:00 PM,9,,,1
Hebei,Mainland China,1/25/2020 12:00 PM,8,,,1
Inner Mongolia,Mainland China,1/25/2020 12:00 PM,7,,,
Shanxi,Mainland China,1/25/2020 12:00 PM,6,,,
Hong Kong,Hong Kong,1/25/2020 12:00 PM,5,244,,
Guizhou,Mainland China,1/25/2020 12:00 PM,4,,,
Jilin,Mainland China,1/25/2020 12:00 PM,4,,,
Gansu,Mainland China,1/25/2020 12:00 PM,4,,,
Ningxia,Mainland China,1/25/2020 12:00 PM,3,1,,
Taiwan,Taiwan,1/25/2020 12:00 PM,3,,,
Xinjiang,Mainland China,1/25/2020 12:00 PM,3,,,
Macau,Macau,1/25/2020 12:00 PM,2,,,
Qinghai,Mainland China,1/25/2020 12:00 PM,1,,,
Washington,United States,1/25/2020 12:00 PM,1,,,
Illinois,United States,1/25/2020 12:00 PM,1,,,
,Japan,1/25/2020 12:00 PM,2,,,
,Thailand,1/25/2020 12:00 PM,7,,,
,South Korea,1/25/2020 12:00 PM,2,,,
,Singapore,1/25/2020 12:00 PM,3,,,
,Vietnam,1/25/2020 12:00 PM,2,,,
,France,1/25/2020 12:00 PM,3,,,
,Australia,1/25/2020 12:00 PM,4,,,
,Nepal,1/25/2020 12:00 PM,1,,,
,Malaysia,1/25/2020 12:00 PM,3,,,
Hubei,Mainland China,1/25/2020 12:00 AM,729,,32,39
Guangdong,Mainland China,1/25/2020 12:00 AM,78,,2,
Zhejiang,Mainland China,1/25/2020 12:00 AM,62,,1,
Chongqing,Mainland China,1/25/2020 12:00 AM,57,,,
Hunan,Mainland China,1/25/2020 12:00 AM,43,,,
Anhui,Mainland China,1/25/2020 12:00 AM,39,4,,
Beijing,Mainland China,1/25/2020 12:00 AM,36,,1,
Shanghai,Mainland China,1/25/2020 12:00 AM,33,22,1,
Henan,Mainland China,1/25/2020 12:00 AM,32,1,,
Sichuan,Mainland China,1/25/2020 12:00 AM,28,4,,
Guangxi,Mainland China,1/25/2020 12:00 AM,23,,,
Shandong,Mainland China,1/25/2020 12:00 AM,21,,,
Jiangxi,Mainland China,1/25/2020 12:00 AM,18,,,
Jiangsu,Mainland China,1/25/2020 12:00 AM,18,,1,
Hainan,Mainland China,1/25/2020 12:00 AM,17,,,
Liaoning,Mainland China,1/25/2020 12:00 AM,15,,,
Fujian,Mainland China,1/25/2020 12:00 AM,10,4,,
Heilongjiang,Mainland China,1/25/2020 12:00 AM,9,,,1
Tianjin,Mainland China,1/25/2020 12:00 AM,8,,,
Hebei,Mainland China,1/25/2020 12:00 AM,8,,,1
Shanxi,Mainland China,1/25/2020 12:00 AM,6,,,
Yunnan,Mainland China,1/25/2020 12:00 AM,5,,,
Hong Kong,Hong Kong,1/25/2020 12:00 AM,5,36,,
Shaanxi,Mainland China,1/25/2020 12:00 AM,5,,,
Guizhou,Mainland China,1/25/2020 12:00 AM,4,,,
Jilin,Mainland China,1/25/2020 12:00 AM,4,,,
Gansu,Mainland China,1/25/2020 12:00 AM,4,,,
Ningxia,Mainland China,1/25/2020 12:00 AM,3,1,,
Taiwan,Taiwan,1/25/2020 12:00 AM,3,,,
Xinjiang,Mainland China,1/25/2020 12:00 AM,3,,,
Macau,Macau,1/25/2020 12:00 AM,2,,,
Inner Mongolia,Mainland China,1/25/2020 12:00 AM,2,,,
Qinghai,Mainland China,1/25/2020 12:00 AM,,1,,
Washington,United States,1/25/2020 12:00 AM,1,,,
Illinois,United States,1/25/2020 12:00 AM,1,,,
,Japan,1/25/2020 12:00 AM,2,,,
,Thailand,1/25/2020 12:00 AM,5,,,
,South Korea,1/25/2020 12:00 AM,2,,,
,Singapore,1/25/2020 12:00 AM,3,,,
,Vietnam,1/25/2020 12:00 AM,2,,,
,France,1/25/2020 12:00 AM,3,,,
,Australia,1/25/2020 12:00 AM,1,,,
,Nepal,1/25/2020 12:00 AM,1,,,
,Malaysia,1/25/2020 12:00 AM,3,,,
Hubei,Mainland China,1/24/2020 12:00 PM,549,,31,24
Guangdong,Mainland China,1/24/2020 12:00 PM,53,,2,
Zhejiang,Mainland China,1/24/2020 12:00 PM,43,,1,
Beijing,Mainland China,1/24/2020 12:00 PM,36,,1,
Chongqing,Mainland China,1/24/2020 12:00 PM,27,13,,
Hunan,Mainland China,1/24/2020 12:00 PM,24,,,
Guangxi,Mainland China,1/24/2020 12:00 PM,23,,,
Shanghai,Mainland China,1/24/2020 12:00 PM,20,22,1,
Jiangxi,Mainland China,1/24/2020 12:00 PM,18,,,
Sichuan,Mainland China,1/24/2020 12:00 PM,15,4,,
Shandong,Mainland China,1/24/2020 12:00 PM,15,,,
Anhui,Mainland China,1/24/2020 12:00 PM,15,4,,
Fujian,Mainland China,1/24/2020 12:00 PM,10,2,,
Henan,Mainland China,1/24/2020 12:00 PM,9,42,,
Jiangsu,Mainland China,1/24/2020 12:00 PM,9,,,
Hainan,Mainland China,1/24/2020 12:00 PM,8,32,,
Tianjin,Mainland China,1/24/2020 12:00 PM,8,,,
Yunnan,Mainland China,1/24/2020 12:00 PM,5,,,
Shaanxi,Mainland China,1/24/2020 12:00 PM,5,,,
Heilongjiang,Mainland China,1/24/2020 12:00 PM,4,,,1
Liaoning,Mainland China,1/24/2020 12:00 PM,4,,,
Guizhou,Mainland China,1/24/2020 12:00 PM,3,,,
Jilin,Mainland China,1/24/2020 12:00 PM,3,,,
Taiwan,Taiwan,1/24/2020 12:00 PM,3,,,
Ningxia,Mainland China,1/24/2020 12:00 PM,2,1,,
Hong Kong,Hong Kong,1/24/2020 12:00 PM,2,36,,
Macau,Macau,1/24/2020 12:00 PM,2,,,
Hebei,Mainland China,1/24/2020 12:00 PM,2,,,1
Gansu,Mainland China,1/24/2020 12:00 PM,2,,,
Xinjiang,Mainland China,1/24/2020 12:00 PM,2,,,
Shanxi,Mainland China,1/24/2020 12:00 PM,1,,,
Inner Mongolia,Mainland China,1/24/2020 12:00 PM,1,2,,
Qinghai,Mainland China,1/24/2020 12:00 PM,,1,,
Washington,United States,1/24/2020 12:00 PM,1,,,
Chicago,United States,1/24/2020 12:00 PM,1,,,
,Japan,1/24/2020 12:00 PM,2,,,
,Thailand,1/24/2020 12:00 PM,5,,,
,South Korea,1/24/2020 12:00 PM,2,,,
,Singapore,1/24/2020 12:00 PM,3,,,
,Vietnam,1/24/2020 12:00 PM,2,,,
,France,1/24/2020 4:00 PM,2,,,
Hubei,Mainland China,1/24/2020 12:00 AM,549,,31,24
Guangdong,Mainland China,1/24/2020 12:00 AM,53,,2,
Zhejiang,Mainland China,1/24/2020 12:00 AM,43,,1,
Beijing,Mainland China,1/24/2020 12:00 AM,26,22,,
Shanghai,Mainland China,1/24/2020 12:00 AM,20,,,
Hunan,Mainland China,1/24/2020 12:00 AM,24,,,
Anhui,Mainland China,1/24/2020 12:00 AM,15,4,,
Chongqing,Mainland China,1/24/2020 12:00 AM,27,13,,
Sichuan,Mainland China,1/24/2020 12:00 AM,15,4,,
Shandong,Mainland China,1/24/2020 12:00 AM,9,,,
Guangxi,Mainland China,1/24/2020 12:00 AM,13,,,
Fujian,Mainland China,1/24/2020 12:00 AM,5,2,,
Jiangsu,Mainland China,1/24/2020 12:00 AM,9,,,
Henan,Mainland China,1/24/2020 12:00 AM,9,,,
Hainan,Mainland China,1/24/2020 12:00 AM,8,32,,
Tianjin,Mainland China,1/24/2020 12:00 AM,5,,,
Jiangxi,Mainland China,1/24/2020 12:00 AM,7,,,
Shaanxi,Mainland China,1/24/2020 12:00 AM,3,,,
Guizhou,Mainland China,1/24/2020 12:00 AM,3,,,
Liaoning,Mainland China,1/24/2020 12:00 AM,4,,,
Hong Kong,Hong Kong,1/24/2020 12:00 AM,2,36,,
Heilongjiang,Mainland China,1/24/2020 12:00 AM,4,,,1
Macau,Macau,1/24/2020 12:00 AM,2,,,
Xinjiang,Mainland China,1/24/2020 12:00 AM,2,,,
Gansu,Mainland China,1/24/2020 12:00 AM,2,,,
Yunnan,Mainland China,1/24/2020 12:00 AM,2,,,
Taiwan,Taiwan,1/24/2020 12:00 AM,1,,,
Shanxi,Mainland China,1/24/2020 12:00 AM,1,,,
Jilin,Mainland China,1/24/2020 12:00 AM,3,,,
Hebei,Mainland China,1/24/2020 12:00 AM,2,,,1
Ningxia,Mainland China,1/24/2020 12:00 AM,1,,,
Inner Mongolia,Mainland China,1/24/2020 12:00 AM,1,2,,
Washington,United States,1/24/2020 12:00 AM,1,,,
,Japan,1/24/2020 12:00 AM,2,,,
,Thailand,1/24/2020 12:00 AM,4,,,
,South Korea,1/24/2020 12:00 AM,1,,,
,Singapore,1/24/2020 12:00 AM,1,,,
,Vietnam,1/24/2020 12:00 AM,2,,,
Anhui,Mainland China,1/23/20 12:00 PM,9,4,,
Beijing,Mainland China,1/23/20 12:00 PM,22,,,
Chongqing,Mainland China,1/23/20 12:00 PM,9,,,
Fujian,Mainland China,1/23/20 12:00 PM,5,2,,
Gansu,Mainland China,1/23/20 12:00 PM,2,,,
Guangdong,Mainland China,1/23/20 12:00 PM,32,1,2,
Guangxi,Mainland China,1/23/20 12:00 PM,5,,,
Guizhou,Mainland China,1/23/20 12:00 PM,3,,,
Hainan,Mainland China,1/23/20 12:00 PM,5,32,,
Hebei,Mainland China,1/23/20 12:00 PM,1,,,1
Heilongjiang,Mainland China,1/23/20 12:00 PM,2,,,
Henan,Mainland China,1/23/20 12:00 PM,5,,,
Hong Kong,Hong Kong,1/23/20 12:00 PM,2,65,,
Hubei,Mainland China,1/23/20 12:00 PM,444,,28,17
Hunan,Mainland China,1/23/20 12:00 PM,9,,,
Inner Mongolia,Mainland China,1/23/20 12:00 PM,,1,,
Jiangsu,Mainland China,1/23/20 12:00 PM,5,,,
Jiangxi,Mainland China,1/23/20 12:00 PM,7,,,
Jilin,Mainland China,1/23/20 12:00 PM,1,,,
Liaoning,Mainland China,1/23/20 12:00 PM,3,,,
Macau,Macau,1/23/20 12:00 PM,2,,,
Ningxia,Mainland China,1/23/20 12:00 PM,1,,,
Qinghai,Mainland China,1/23/20 12:00 PM,,,,
Shaanxi,Mainland China,1/23/20 12:00 PM,3,1,,
Shandong,Mainland China,1/23/20 12:00 PM,6,2,,
Shanghai,Mainland China,1/23/20 12:00 PM,16,22,,
Shanxi,Mainland China,1/23/20 12:00 PM,1,,,
Sichuan,Mainland China,1/23/20 12:00 PM,8,2,,
Taiwan,Taiwan,1/23/20 12:00 PM,1,,,
Tianjin,Mainland China,1/23/20 12:00 PM,4,,,
Tibet,Mainland China,1/23/20 12:00 PM,,,,
Washington,United States,1/23/20 12:00 PM,1,,,
Xinjiang,Mainland China,1/23/20 12:00 PM,2,,,
Yunnan,Mainland China,1/23/20 12:00 PM,2,,,
Zhejiang,Mainland China,1/23/20 12:00 PM,27,,,
,Japan,1/23/20 12:00 PM,1,,,
,Thailand,1/23/20 12:00 PM,3,,,
,South Korea,1/23/20 12:00 PM,1,,,
,Singapore,1/23/20 12:00 PM,1,,,
,Philippines,1/23/20 12:00 PM,,4,,
,Malaysia,1/23/20 12:00 PM,,4,,
,Vietnam,1/23/20 12:00 PM,2,,,
,Australia,1/23/20 12:00 PM,,1,,
,Mexico,1/23/20 12:00 PM,,1,,
,Brazil,1/23/20 12:00 PM,,1,,
,Colombia,1/23/20 12:00 PM,,1,,
Anhui,Mainland China,1/22/2020 12:00,1,4,,
Beijing,Mainland China,1/22/2020 12:00,14,,,
Chongqing,Mainland China,1/22/2020 12:00,6,,,
Fujian,Mainland China,1/22/2020 12:00,1,,,
Gansu,Mainland China,1/22/2020 12:00,,,,
Guangdong,Mainland China,1/22/2020 12:00,26,1,,
Guangxi,Mainland China,1/22/2020 12:00,2,1,,
Guizhou,Mainland China,1/22/2020 12:00,1,,,
Hainan,Mainland China,1/22/2020 12:00,4,,,
Hebei,Mainland China,1/22/2020 12:00,1,,,
Heilongjiang,Mainland China,1/22/2020 12:00,,1,,
Henan,Mainland China,1/22/2020 12:00,5,,,
Hong Kong,Hong Kong,1/22/2020 12:00,,117,,
Hubei,Mainland China,1/22/2020 12:00,444,,,
Hunan,Mainland China,1/22/2020 12:00,4,,,
Inner Mongolia,Mainland China,1/22/2020 12:00,,,,
Jiangsu,Mainland China,1/22/2020 12:00,1,,,
Jiangxi,Mainland China,1/22/2020 12:00,2,,,
Jilin,Mainland China,1/22/2020 12:00,,1,,
Liaoning,Mainland China,1/22/2020 12:00,2,,,
Macau,Macau,1/22/2020 12:00,1,,,
Ningxia,Mainland China,1/22/2020 12:00,1,,,
Qinghai,Mainland China,1/22/2020 12:00,,,,
Shaanxi,Mainland China,1/22/2020 12:00,,,,
Shandong,Mainland China,1/22/2020 12:00,2,,,
Shanghai,Mainland China,1/22/2020 12:00,9,10,,
Shanxi,Mainland China,1/22/2020 12:00,1,,,
Sichuan,Mainland China,1/22/2020 12:00,5,2,,
Taiwan,Taiwan,1/22/2020 12:00,1,,,
Tianjin,Mainland China,1/22/2020 12:00,4,,,
Tibet,Mainland China,1/22/2020 12:00,,,,
Washington,United States,1/22/2020 12:00,1,,,
Xinjiang,Mainland China,1/22/2020 12:00,,,,
Yunnan,Mainland China,1/22/2020 12:00,1,,,
Zhejiang,Mainland China,1/22/2020 12:00,10,,,
,Japan,1/22/2020 12:00,2,,,
,Thailand,1/22/2020 12:00,2,,,
,South Korea,1/22/2020 12:00,1,,,
Shanghai,Mainland China,1/21/2020,9,10,,
Yunnan,Mainland China,1/21/2020,1,,,
Beijing,Mainland China,1/21/2020,10,,,
Taiwan,Taiwan,1/21/2020,1,,,
Jilin,Mainland China,1/21/2020,,1,,
Sichuan,Mainland China,1/21/2020,2,1,,
Tianjin,Mainland China,1/21/2020,2,,,
Ningxia,Mainland China,1/21/2020,,1,,
Anhui,Mainland China,1/21/2020,,3,,
Shandong,Mainland China,1/21/2020,1,,,
Guangdong,Mainland China,1/21/2020,17,4,,
Guangxi,Mainland China,1/21/2020,,1,,
Jiangxi,Mainland China,1/21/2020,2,,,
Henan,Mainland China,1/21/2020,1,,,
Zhejiang,Mainland China,1/21/2020,5,16,,
Hainan,Mainland China,1/21/2020,,1,,
Hubei,Mainland China,1/21/2020,270,11,,
Hunan,Mainland China,1/21/2020,1,,,
Guizhou,Mainland China,1/21/2020,,1,,
Liaoning,Mainland China,1/21/2020,,1,,
Chongqing,Mainland China,1/21/2020,5,,,
Hong Kong,Hong Kong,1/21/2020,,117,,
Heilongjiang,Mainland China,1/21/2020,,1,,
,Japan,1/21/2020,1,,,
,Thailand,1/21/2020,2,,,
,South Korea,1/21/2020,1,,,
Washington,United States,1/21/2020,1,,,
